0,0
1,857
2,842
3,835
4,797
7,702
10,727
12,751
13,768
16,787
18,794
23,1067
24,1297
25,1444
30,1757
31,1899
39,2306
42,2438
44,2733
47,2943
48,3095
51,3525
52,3785
53,3794
54,3204
60,5924
65,9027
66,10227
68,14552
72,18505
74,22702
79,24303
80,27300
81,29559
82,31948
86,39911
88,41021
91,40021
93,37243
94,35523
95,34432
96,31047
100,24368
103,15645
108,7803
110,5906
121,3993
127,2755
130,2402
134,2117
139,1643
145,1354
149,1302
157,864
164,803
170,563














